"Series";"Sex";"Age";"Frequency";"Country";"Time";"Value";"Flags"
"Unemployment";"Men";"15 to 19";"Annual";"Germany";"2004";67;
"Unemployment";"Women";"15 to 19";"Annual";"Germany";"2004";61;
"Employment";"All persons";"20 to 24";"Annual";"Germany";"2004";2705;
"Employment";"Men";"20 to 24";"Annual";"Germany";"2004";1381;
"Employment";"Women";"20 to 24";"Annual";"Germany";"2004";1324;
"Labour Force";"All persons";"20 to 24";"Annual";"Germany";"2004";3136;
"Labour Force";"Men";"20 to 24";"Annual";"Germany";"2004";1651;
"Labour Force";"Women";"20 to 24";"Annual";"Germany";"2004";1485;
"Population";"All persons";"20 to 24";"Annual";"Germany";"2004";4597;
"Population";"Men";"20 to 24";"Annual";"Germany";"2004";2302;
"Population";"Women";"20 to 24";"Annual";"Germany";"2004";2295;
"Unemployment";"All persons";"20 to 24";"Annual";"Germany";"2004";432;
"Unemployment";"Men";"20 to 24";"Annual";"Germany";"2004";270;
"Unemployment";"Women";"20 to 24";"Annual";"Germany";"2004";162;
"Employment";"All persons";"25 to 29";"Annual";"Germany";"2004";3163;
"Employment";"Men";"25 to 29";"Annual";"Germany";"2004";1681;
"Employment";"Women";"25 to 29";"Annual";"Germany";"2004";1482;
"Labour Force";"All persons";"25 to 29";"Annual";"Germany";"2004";3541;
"Labour Force";"Men";"25 to 29";"Annual";"Germany";"2004";1912;
"Labour Force";"Women";"25 to 29";"Annual";"Germany";"2004";1629;
"Population";"All persons";"25 to 29";"Annual";"Germany";"2004";4456;
"Population";"Men";"25 to 29";"Annual";"Germany";"2004";2275;
"Population";"Women";"25 to 29";"Annual";"Germany";"2004";2181;
"Unemployment";"All persons";"25 to 29";"Annual";"Germany";"2004";378;
"Unemployment";"Men";"25 to 29";"Annual";"Germany";"2004";231;
"Unemployment";"Women";"25 to 29";"Annual";"Germany";"2004";147;
"Employment";"All persons";"30 to 34";"Annual";"Germany";"2004";4057;
"Employment";"Men";"30 to 34";"Annual";"Germany";"2004";2248;
"Employment";"Women";"30 to 34";"Annual";"Germany";"2004";1809;
"Labour Force";"All persons";"30 to 34";"Annual";"Germany";"2004";4469;
"Labour Force";"Men";"30 to 34";"Annual";"Germany";"2004";2482;
"Labour Force";"Women";"30 to 34";"Annual";"Germany";"2004";1987;
"Population";"All persons";"30 to 34";"Annual";"Germany";"2004";5132;
"Population";"Men";"30 to 34";"Annual";"Germany";"2004";2620;
"Population";"Women";"30 to 34";"Annual";"Germany";"2004";2512;
"Unemployment";"All persons";"30 to 34";"Annual";"Germany";"2004";413;
"Unemployment";"Men";"30 to 34";"Annual";"Germany";"2004";234;
"Unemployment";"Women";"30 to 34";"Annual";"Germany";"2004";179;
"Employment";"All persons";"35 to 39";"Annual";"Germany";"2004";5316;
"Employment";"Men";"35 to 39";"Annual";"Germany";"2004";2927;
"Employment";"Women";"35 to 39";"Annual";"Germany";"2004";2389;
"Labour Force";"All persons";"35 to 39";"Annual";"Germany";"2004";5834;
"Labour Force";"Men";"35 to 39";"Annual";"Germany";"2004";3207;
"Labour Force";"Women";"35 to 39";"Annual";"Germany";"2004";2627;
"Population";"All persons";"35 to 39";"Annual";"Germany";"2004";6615;
"Population";"Men";"35 to 39";"Annual";"Germany";"2004";3339;
"Population";"Women";"35 to 39";"Annual";"Germany";"2004";3276;
"Unemployment";"All persons";"35 to 39";"Annual";"Germany";"2004";518;
"Unemployment";"Men";"35 to 39";"Annual";"Germany";"2004";280;
"Unemployment";"Women";"35 to 39";"Annual";"Germany";"2004";238;
"Employment";"All persons";"40 to 44";"Annual";"Germany";"2004";5576;
"Employment";"Men";"40 to 44";"Annual";"Germany";"2004";3056;
"Employment";"Women";"40 to 44";"Annual";"Germany";"2004";2520;
"Labour Force";"All persons";"40 to 44";"Annual";"Germany";"2004";6145;
"Labour Force";"Men";"40 to 44";"Annual";"Germany";"2004";3362;
"Labour Force";"Women";"40 to 44";"Annual";"Germany";"2004";2783;
"Population";"All persons";"40 to 44";"Annual";"Germany";"2004";6875;
"Population";"Men";"40 to 44";"Annual";"Germany";"2004";3504;
"Population";"Women";"40 to 44";"Annual";"Germany";"2004";3371;
"Unemployment";"All persons";"40 to 44";"Annual";"Germany";"2004";569;
"Unemployment";"Men";"40 to 44";"Annual";"Germany";"2004";306;
"Unemployment";"Women";"40 to 44";"Annual";"Germany";"2004";263;
"Employment";"All persons";"45 to 49";"Annual";"Germany";"2004";4863;
"Employment";"Men";"45 to 49";"Annual";"Germany";"2004";2609;
"Employment";"Women";"45 to 49";"Annual";"Germany";"2004";2254;
"Labour Force";"All persons";"45 to 49";"Annual";"Germany";"2004";5396;
"Labour Force";"Men";"45 to 49";"Annual";"Germany";"2004";2896;
"Labour Force";"Women";"45 to 49";"Annual";"Germany";"2004";2500;
"Population";"All persons";"45 to 49";"Annual";"Germany";"2004";6102;
"Population";"Men";"45 to 49";"Annual";"Germany";"2004";3074;
"Population";"Women";"45 to 49";"Annual";"Germany";"2004";3028;
"Unemployment";"All persons";"45 to 49";"Annual";"Germany";"2004";533;
"Unemployment";"Men";"45 to 49";"Annual";"Germany";"2004";287;
"Unemployment";"Women";"45 to 49";"Annual";"Germany";"2004";246;
"Employment";"All persons";"50 to 54";"Annual";"Germany";"2004";4239;
"Employment";"Men";"50 to 54";"Annual";"Germany";"2004";2263;
"Employment";"Women";"50 to 54";"Annual";"Germany";"2004";1976;
"Labour Force";"All persons";"50 to 54";"Annual";"Germany";"2004";4757;
"Labour Force";"Men";"50 to 54";"Annual";"Germany";"2004";2541;
"Labour Force";"Women";"50 to 54";"Annual";"Germany";"2004";2216;
"Population";"All persons";"50 to 54";"Annual";"Germany";"2004";5681;
"Population";"Men";"50 to 54";"Annual";"Germany";"2004";2816;
"Population";"Women";"50 to 54";"Annual";"Germany";"2004";2865;
"Unemployment";"All persons";"50 to 54";"Annual";"Germany";"2004";518;
"Unemployment";"Men";"50 to 54";"Annual";"Germany";"2004";278;
"Unemployment";"Women";"50 to 54";"Annual";"Germany";"2004";240;
"Employment";"All persons";"55 to 59";"Annual";"Germany";"2004";2898;
"Employment";"Men";"55 to 59";"Annual";"Germany";"2004";1660;
"Employment";"Women";"55 to 59";"Annual";"Germany";"2004";1238;
"Labour Force";"All persons";"55 to 59";"Annual";"Germany";"2004";3349;
"Labour Force";"Men";"55 to 59";"Annual";"Germany";"2004";1912;
"Labour Force";"Women";"55 to 59";"Annual";"Germany";"2004";1437;
"Population";"All persons";"55 to 59";"Annual";"Germany";"2004";4685;
"Population";"Men";"55 to 59";"Annual";"Germany";"2004";2372;
"Population";"Women";"55 to 59";"Annual";"Germany";"2004";2313;
"Unemployment";"All persons";"55 to 59";"Annual";"Germany";"2004";451;
"Unemployment";"Men";"55 to 59";"Annual";"Germany";"2004";252;
"Unemployment";"Women";"55 to 59";"Annual";"Germany";"2004";199;
"Employment";"All persons";"60 to 64";"Annual";"Germany";"2004";1419;
"Employment";"Men";"60 to 64";"Annual";"Germany";"2004";946;
"Employment";"Women";"60 to 64";"Annual";"Germany";"2004";473;
"Labour Force";"All persons";"60 to 64";"Annual";"Germany";"2004";1586;
"Labour Force";"Men";"60 to 64";"Annual";"Germany";"2004";1062;
"Labour Force";"Women";"60 to 64";"Annual";"Germany";"2004";524;
"Population";"All persons";"60 to 64";"Annual";"Germany";"2004";5645;
"Population";"Men";"60 to 64";"Annual";"Germany";"2004";2770;
"Population";"Women";"60 to 64";"Annual";"Germany";"2004";2875;
"Unemployment";"All persons";"60 to 64";"Annual";"Germany";"2004";166;
"Unemployment";"Men";"60 to 64";"Annual";"Germany";"2004";115;
"Unemployment";"Women";"60 to 64";"Annual";"Germany";"2004";51;
"Employment";"All persons";"70 to 74";"Annual";"Germany";"2004";95;
"Employment";"Men";"70 to 74";"Annual";"Germany";"2004";64;
"Employment";"Women";"70 to 74";"Annual";"Germany";"2004";31;
"Labour Force";"All persons";"70 to 74";"Annual";"Germany";"2004";96;
"Labour Force";"Men";"70 to 74";"Annual";"Germany";"2004";64;
"Labour Force";"Women";"70 to 74";"Annual";"Germany";"2004";32;
"Population";"All persons";"70 to 74";"Annual";"Germany";"2004";3766;
"Population";"Men";"70 to 74";"Annual";"Germany";"2004";1708;
"Population";"Women";"70 to 74";"Annual";"Germany";"2004";2058;
"Unemployment";"All persons";"70 to 74";"Annual";"Germany";"2004";1;
"Unemployment";"Men";"70 to 74";"Annual";"Germany";"2004";0;
"Unemployment";"Women";"70 to 74";"Annual";"Germany";"2004";1;
"Employment";"All persons";"75+";"Annual";"Germany";"2004";55;
"Employment";"Men";"75+";"Annual";"Germany";"2004";34;
"Employment";"Women";"75+";"Annual";"Germany";"2004";21;
"Labour Force";"All persons";"75+";"Annual";"Germany";"2004";55;
"Labour Force";"Men";"75+";"Annual";"Germany";"2004";34;
"Labour Force";"Women";"75+";"Annual";"Germany";"2004";21;
"Population";"All persons";"75+";"Annual";"Germany";"2004";6270;
"Population";"Men";"75+";"Annual";"Germany";"2004";2230;
"Population";"Women";"75+";"Annual";"Germany";"2004";4040;
"Unemployment";"All persons";"75+";"Annual";"Germany";"2004";1;
"Unemployment";"Men";"75+";"Annual";"Germany";"2004";0;
"Unemployment";"Women";"75+";"Annual";"Germany";"2004";1;
"Employment";"All persons";"Total";"Annual";"Germany";"2004";35844;
"Employment";"Men";"Total";"Annual";"Germany";"2004";19723;
"Employment";"Women";"Total";"Annual";"Germany";"2004";16121;
"Labour Force";"All persons";"Total";"Annual";"Germany";"2004";39949;
"Labour Force";"Men";"Total";"Annual";"Germany";"2004";22044;
"Labour Force";"Women";"Total";"Annual";"Germany";"2004";17905;
"Population";"All persons";"Total";"Annual";"Germany";"2004";54451;
"Population";"Men";"Total";"Annual";"Germany";"2004";27452;
"Population";"Women";"Total";"Annual";"Germany";"2004";26999;
"Unemployment";"All persons";"Total";"Annual";"Germany";"2004";4111;
"Unemployment";"Men";"Total";"Annual";"Germany";"2004";2322;
"Unemployment";"Women";"Total";"Annual";"Germany";"2004";1789;
"Employment";"All persons";"15 to 19";"Annual";"Germany";"2005";1260;
"Employment";"Men";"15 to 19";"Annual";"Germany";"2005";725;
"Employment";"Women";"15 to 19";"Annual";"Germany";"2005";535;
"Labour Force";"All persons";"15 to 19";"Annual";"Germany";"2005";1478;
"Labour Force";"Men";"15 to 19";"Annual";"Germany";"2005";845;
"Labour Force";"Women";"15 to 19";"Annual";"Germany";"2005";633;
"Population";"All persons";"15 to 19";"Annual";"Germany";"2005";4898;
"Population";"Men";"15 to 19";"Annual";"Germany";"2005";2537;
"Population";"Women";"15 to 19";"Annual";"Germany";"2005";2361;
"Unemployment";"All persons";"15 to 19";"Annual";"Germany";"2005";218;
"Unemployment";"Men";"15 to 19";"Annual";"Germany";"2005";120;
"Unemployment";"Women";"15 to 19";"Annual";"Germany";"2005";98;
"Employment";"All persons";"20 to 24";"Annual";"Germany";"2005";2905;
"Employment";"Men";"20 to 24";"Annual";"Germany";"2005";1537;
"Employment";"Women";"20 to 24";"Annual";"Germany";"2005";1368;
"Labour Force";"All persons";"20 to 24";"Annual";"Germany";"2005";3433;
"Labour Force";"Men";"20 to 24";"Annual";"Germany";"2005";1852;
"Labour Force";"Women";"20 to 24";"Annual";"Germany";"2005";1581;
"Population";"All persons";"20 to 24";"Annual";"Germany";"2005";4885;
"Population";"Men";"20 to 24";"Annual";"Germany";"2005";2506;
"Population";"Women";"20 to 24";"Annual";"Germany";"2005";2379;
"Unemployment";"All persons";"20 to 24";"Annual";"Germany";"2005";528;
"Unemployment";"Men";"20 to 24";"Annual";"Germany";"2005";315;
"Unemployment";"Women";"20 to 24";"Annual";"Germany";"2005";213;
"Employment";"All persons";"25 to 29";"Annual";"Germany";"2005";3337;
"Employment";"Men";"25 to 29";"Annual";"Germany";"2005";1800;
"Employment";"Women";"25 to 29";"Annual";"Germany";"2005";1537;
"Labour Force";"All persons";"25 to 29";"Annual";"Germany";"2005";3815;
"Labour Force";"Men";"25 to 29";"Annual";"Germany";"2005";2084;
"Labour Force";"Women";"25 to 29";"Annual";"Germany";"2005";1731;
"Population";"All persons";"25 to 29";"Annual";"Germany";"2005";4779;
"Population";"Men";"25 to 29";"Annual";"Germany";"2005";2425;
"Population";"Women";"25 to 29";"Annual";"Germany";"2005";2354;
"Unemployment";"All persons";"25 to 29";"Annual";"Germany";"2005";478;
"Unemployment";"Men";"25 to 29";"Annual";"Germany";"2005";284;
"Unemployment";"Women";"25 to 29";"Annual";"Germany";"2005";194;
"Employment";"All persons";"30 to 34";"Annual";"Germany";"2005";3842;
"Employment";"Men";"30 to 34";"Annual";"Germany";"2005";2186;
"Employment";"Women";"30 to 34";"Annual";"Germany";"2005";1656;
"Labour Force";"All persons";"30 to 34";"Annual";"Germany";"2005";4300;
"Labour Force";"Men";"30 to 34";"Annual";"Germany";"2005";2448;
"Labour Force";"Women";"30 to 34";"Annual";"Germany";"2005";1852;
"Population";"All persons";"30 to 34";"Annual";"Germany";"2005";5068;
"Population";"Men";"30 to 34";"Annual";"Germany";"2005";2577;
"Population";"Women";"30 to 34";"Annual";"Germany";"2005";2491;
"Unemployment";"All persons";"30 to 34";"Annual";"Germany";"2005";457;
"Unemployment";"Men";"30 to 34";"Annual";"Germany";"2005";261;
"Unemployment";"Women";"30 to 34";"Annual";"Germany";"2005";196;
"Employment";"All persons";"35 to 39";"Annual";"Germany";"2005";5275;
"Employment";"Men";"35 to 39";"Annual";"Germany";"2005";2950;
"Employment";"Women";"35 to 39";"Annual";"Germany";"2005";2325;
"Labour Force";"All persons";"35 to 39";"Annual";"Germany";"2005";5822;
"Labour Force";"Men";"35 to 39";"Annual";"Germany";"2005";3254;
"Labour Force";"Women";"35 to 39";"Annual";"Germany";"2005";2568;
"Population";"All persons";"35 to 39";"Annual";"Germany";"2005";6639;
"Population";"Men";"35 to 39";"Annual";"Germany";"2005";3377;
"Population";"Women";"35 to 39";"Annual";"Germany";"2005";3262;
"Unemployment";"All persons";"35 to 39";"Annual";"Germany";"2005";547;
"Unemployment";"Men";"35 to 39";"Annual";"Germany";"2005";304;
"Unemployment";"Women";"35 to 39";"Annual";"Germany";"2005";243;
"Employment";"All persons";"40 to 44";"Annual";"Germany";"2005";5821;
"Employment";"Men";"40 to 44";"Annual";"Germany";"2005";3165;
"Employment";"Women";"40 to 44";"Annual";"Germany";"2005";2656;
"Labour Force";"All persons";"40 to 44";"Annual";"Germany";"2005";6449;
"Labour Force";"Men";"40 to 44";"Annual";"Germany";"2005";3498;
"Labour Force";"Women";"40 to 44";"Annual";"Germany";"2005";2951;
"Population";"All persons";"40 to 44";"Annual";"Germany";"2005";7182;
"Population";"Men";"40 to 44";"Annual";"Germany";"2005";3648;
"Population";"Women";"40 to 44";"Annual";"Germany";"2005";3534;
"Unemployment";"All persons";"40 to 44";"Annual";"Germany";"2005";627;
"Unemployment";"Men";"40 to 44";"Annual";"Germany";"2005";333;
"Unemployment";"Women";"40 to 44";"Annual";"Germany";"2005";294;
"Employment";"All persons";"45 to 49";"Annual";"Germany";"2005";4884;
"Employment";"Men";"45 to 49";"Annual";"Germany";"2005";2588;
"Employment";"Women";"45 to 49";"Annual";"Germany";"2005";2296;
"Labour Force";"All persons";"45 to 49";"Annual";"Germany";"2005";5427;
"Labour Force";"Men";"45 to 49";"Annual";"Germany";"2005";2884;
"Labour Force";"Women";"45 to 49";"Annual";"Germany";"2005";2543;
"Population";"All persons";"45 to 49";"Annual";"Germany";"2005";6112;
"Population";"Men";"45 to 49";"Annual";"Germany";"2005";3047;
"Population";"Women";"45 to 49";"Annual";"Germany";"2005";3065;
"Unemployment";"All persons";"45 to 49";"Annual";"Germany";"2005";543;
"Unemployment";"Men";"45 to 49";"Annual";"Germany";"2005";296;
"Unemployment";"Women";"45 to 49";"Annual";"Germany";"2005";247;
"Employment";"All persons";"50 to 54";"Annual";"Germany";"2005";4193;
"Employment";"Men";"50 to 54";"Annual";"Germany";"2005";2217;
"Employment";"Women";"50 to 54";"Annual";"Germany";"2005";1976;
"Labour Force";"All persons";"50 to 54";"Annual";"Germany";"2005";4719;
"Labour Force";"Men";"50 to 54";"Annual";"Germany";"2005";2500;
"Labour Force";"Women";"50 to 54";"Annual";"Germany";"2005";2219;
"Population";"All persons";"50 to 54";"Annual";"Germany";"2005";5569;
"Population";"Men";"50 to 54";"Annual";"Germany";"2005";2738;
"Population";"Women";"50 to 54";"Annual";"Germany";"2005";2831;
"Unemployment";"All persons";"50 to 54";"Annual";"Germany";"2005";526;
"Unemployment";"Men";"50 to 54";"Annual";"Germany";"2005";283;
"Unemployment";"Women";"50 to 54";"Annual";"Germany";"2005";243;
"Employment";"All persons";"55 to 59";"Annual";"Germany";"2005";3033;
"Employment";"Men";"55 to 59";"Annual";"Germany";"2005";1704;
"Employment";"Women";"55 to 59";"Annual";"Germany";"2005";1329;
"Labour Force";"All persons";"55 to 59";"Annual";"Germany";"2005";3508;
"Labour Force";"Men";"55 to 59";"Annual";"Germany";"2005";1958;
"Labour Force";"Women";"55 to 59";"Annual";"Germany";"2005";1550;
"Population";"All persons";"55 to 59";"Annual";"Germany";"2005";4783;
"Population";"Men";"55 to 59";"Annual";"Germany";"2005";2381;
"Population";"Women";"55 to 59";"Annual";"Germany";"2005";2402;
"Unemployment";"All persons";"55 to 59";"Annual";"Germany";"2005";475;
"Unemployment";"Men";"55 to 59";"Annual";"Germany";"2005";254;
"Unemployment";"Women";"55 to 59";"Annual";"Germany";"2005";221;
"Employment";"All persons";"60 to 64";"Annual";"Germany";"2005";1398;
"Employment";"Men";"60 to 64";"Annual";"Germany";"2005";874;
"Employment";"Women";"60 to 64";"Annual";"Germany";"2005";524;
"Labour Force";"All persons";"60 to 64";"Annual";"Germany";"2005";1570;
"Labour Force";"Men";"60 to 64";"Annual";"Germany";"2005";990;
"Labour Force";"Women";"60 to 64";"Annual";"Germany";"2005";580;
"Population";"All persons";"60 to 64";"Annual";"Germany";"2005";4960;
"Population";"Men";"60 to 64";"Annual";"Germany";"2005";2432;
"Population";"Women";"60 to 64";"Annual";"Germany";"2005";2528;
"Unemployment";"All persons";"60 to 64";"Annual";"Germany";"2005";172;
"Unemployment";"Men";"60 to 64";"Annual";"Germany";"2005";116;
"Unemployment";"Women";"60 to 64";"Annual";"Germany";"2005";56;
"Employment";"All persons";"70 to 74";"Annual";"Germany";"2005";108;
"Employment";"Men";"70 to 74";"Annual";"Germany";"2005";74;
"Employment";"Women";"70 to 74";"Annual";"Germany";"2005";34;
"Labour Force";"All persons";"70 to 74";"Annual";"Germany";"2005";108;
"Labour Force";"Men";"70 to 74";"Annual";"Germany";"2005";74;
"Labour Force";"Women";"70 to 74";"Annual";"Germany";"2005";34;
"Population";"All persons";"70 to 74";"Annual";"Germany";"2005";3731;
"Population";"Men";"70 to 74";"Annual";"Germany";"2005";1704;
"Population";"Women";"70 to 74";"Annual";"Germany";"2005";2027;
"Unemployment";"All persons";"70 to 74";"Annual";"Germany";"2005";0;
"Unemployment";"Men";"70 to 74";"Annual";"Germany";"2005";0;
"Unemployment";"Women";"70 to 74";"Annual";"Germany";"2005";0;
"Employment";"All persons";"75+";"Annual";"Germany";"2005";57;
"Employment";"Men";"75+";"Annual";"Germany";"2005";35;
"Employment";"Women";"75+";"Annual";"Germany";"2005";22;
"Labour Force";"All persons";"75+";"Annual";"Germany";"2005";57;
